"SID","CID","Alts","Use","Lat","Long"
1,1,1,0,41.3013008582481,-77.759917748622
1,1,2,0,41.3007327483733,-77.7606841387702
1,1,3,0,41.3023255214479,-77.7600233943689
1,1,4,0,41.3013516100327,-77.7623125401637
1,1,5,0,41.302212796605,-77.7594623246104
1,1,6,0,41.300906000405,-77.7592845529006
1,1,7,0,41.3015057011593,-77.7620730181053
1,1,8,0,41.3013603080211,-77.7593544085994
1,1,9,0,41.3012054610948,-77.7615070333634
1,1,10,0,41.3009623372297,-77.7577447215028
1,1,11,0,41.2999311406872,-77.7600657786076
1,1,12,0,41.3014369535968,-77.7575805193405
1,1,13,0,41.3031232383289,-77.7599297524063
1,1,14,0,41.3006763160857,-77.7580829804512
1,1,15,0,41.3015076711313,-77.7593104826023
1,1,16,0,41.3001025959534,-77.7597647546018
1,1,17,0,41.3023785997161,-77.7609948841067
1,1,18,0,41.3005889096223,-77.7594161218976
1,1,19,0,41.3018708342391,-77.7599603242546
1,1,20,1,41.30154105,-77.75997247
1,2,1,0,41.3022367412795,-77.7576567193772
1,2,2,0,41.3023936930369,-77.7560574935955
1,2,3,0,41.3017448976141,-77.7571017688996
1,2,4,0,41.3030025977804,-77.7579588054873
1,2,5,0,41.3019394277585,-77.7570094993337
1,2,6,0,41.3024780258953,-77.758501359343
1,2,7,0,41.3023542697339,-77.7553988960849
1,2,8,0,41.3013927635837,-77.7574530059375
1,2,9,0,41.3028668519512,-77.7574540850916
1,2,10,0,41.3034660070232,-77.755456408018
1,2,11,0,41.3020558618535,-77.7549689057188
1,2,12,0,41.3024125118957,-77.758871890171
1,2,13,0,41.3011688336883,-77.7572244320738
1,2,14,0,41.3017577995764,-77.7563870772918
1,2,15,0,41.3025707532077,-77.7551100584573
1,2,16,0,41.3025900026768,-77.7547477988539
1,2,17,0,41.3031170549636,-77.7582942044897
1,2,18,0,41.3021067668487,-77.7577322777318
1,2,19,0,41.3016102721837,-77.756831620342
1,2,20,1,41.30207673,-77.75652217
1,3,1,0,41.3018136959001,-77.7601229176232
1,3,2,0,41.3007328470189,-77.7586982638244
1,3,3,0,41.3012704856343,-77.7573174765784
1,3,4,0,41.3021529644879,-77.7575855292834
1,3,5,0,41.3020549440151,-77.7584773975376
1,3,6,0,41.3021476083871,-77.7561066898742
1,3,7,0,41.3014403986967,-77.7582528918533
1,3,8,0,41.3031597627172,-77.7588392483002
1,3,9,0,41.302289733288,-77.756921168528
1,3,10,0,41.302042958497,-77.7565654655707
1,3,11,0,41.3022753255433,-77.7598540092017
1,3,12,0,41.3021276607751,-77.7566451674806
1,3,13,0,41.3032414516222,-77.7567055284172
1,3,14,0,41.3010042307186,-77.7567652644508
1,3,15,0,41.3023039167104,-77.7579854423187
1,3,16,0,41.3025986359177,-77.7581307553369
1,3,17,0,41.3032155641268,-77.7600334720154
1,3,18,0,41.3021628984626,-77.7573275079832
1,3,19,0,41.3008858020781,-77.7584838946554
1,3,20,1,41.3022252,-77.75806408
1,4,1,0,40.8612457169342,-78.070120869163
1,4,2,0,40.8611455939201,-78.0744070609203
1,4,3,0,40.860498617896,-78.07310485458
1,4,4,0,40.8623619295012,-78.0731383459487
1,4,5,0,40.8595703571972,-78.0707252435465
1,4,6,0,40.8605176454896,-78.0743031298173
1,4,7,0,40.8617741224957,-78.0728026960253
1,4,8,0,40.8605773915375,-78.0706383130122
1,4,9,0,40.8598665476648,-78.0732669238612
1,4,10,0,40.8624914099361,-78.0718854003982
1,4,11,0,40.8623402074328,-78.0724359625906
1,4,12,0,40.8599753227891,-78.070115019984
1,4,13,0,40.860544838962,-78.0718022456711
1,4,14,0,40.8622617291288,-78.0708951894174
1,4,15,0,40.8593082773222,-78.0713958801093
1,4,16,0,40.8617025267544,-78.0704284213001
1,4,17,0,40.861801300623,-78.0739079705102
1,4,18,0,40.8593863881954,-78.072745694815
1,4,19,0,40.8592186957245,-78.0713823633241
1,4,20,1,40.86076725,-78.07211322
1,5,1,0,41.3018201121064,-77.758950776482
1,5,2,0,41.3029238385995,-77.7592422450415
1,5,3,0,41.3028616697273,-77.760331432881
1,5,4,0,41.3018325180563,-77.760990518759
1,5,5,0,41.3011372231675,-77.7578019163046
1,5,6,0,41.3024003228216,-77.7594296822273
1,5,7,0,41.3028677274234,-77.7595681792955
1,5,8,0,41.3037365967876,-77.7594685747933
1,5,9,0,41.3020279714244,-77.7575868757905
1,5,10,0,41.3015743764328,-77.7596063106437
1,5,11,0,41.3009391476884,-77.7591052946638
1,5,12,0,41.3003256224148,-77.7591206279062
1,5,13,0,41.3020983154414,-77.7592988883215
1,5,14,0,41.3018213811299,-77.7575159190674
1,5,15,0,41.3007619241064,-77.7598447859808
1,5,16,0,41.3026892935616,-77.7589628637835
