"SID","CID","Alts","Use","Lat","Long","iqr_100","p75_100","p90_100","perc5to1_100","percfirst5to1_100","rugosity_100"
1,1,1,0,41.3009063379712,-77.7580511501882,6.38990354537964,6.43999433517456,8.8297872543335,15.0365686416626,11.0545043945312,2.14893841743469
1,1,2,0,41.3014180430957,-77.7586361941936,7.04238653182983,7.10364532470703,9.50431537628174,14.3708019256592,10.0663118362427,1.9361879825592
1,1,3,0,41.3013047572414,-77.760193917497,8.21799278259277,8.28077697753906,10.8866987228394,13.7559003829956,9.79529762268066,1.19727778434753
1,1,4,0,41.3030129504183,-77.7609239286139,11.1512870788574,11.2661905288696,14.0265302658081,10.3390302658081,5.99441051483154,0.967297434806824
1,1,5,1,41.30154105,-77.75997247,8.26589012145996,8.32913303375244,10.9015960693359,13.6682214736938,9.38018226623535,1.21606612205505
1,2,1,0,41.3029515268176,-77.7545921105162,7.49217128753662,7.58009624481201,9.97476387023926,15.6791334152222,11.8192224502563,1.18791162967682
1,2,2,0,41.3032945470366,-77.7562506250574,8.92479038238525,8.99023818969727,11.6107482910156,14.0868349075317,10.1395606994629,1.118008852005
1,2,3,0,41.3020736339951,-77.754201827632,7.94212579727173,7.99643993377686,10.1872606277466,15.2585382461548,10.3345260620117,0.963479816913605
1,2,4,0,41.3019522645606,-77.7588196751964,7.50018692016602,7.54709196090698,9.95547580718994,12.387279510498,8.07122039794922,1.84328103065491
1,2,5,1,41.30207673,-77.75652217,8.00201797485352,8.029296875,10.4825191497803,14.4345788955688,10.0689334869385,1.03512799739838
1,3,1,0,41.3006100390756,-77.7570712937336,6.88367366790771,6.90860557556152,9.18817234039307,13.9412612915039,9.97050762176514,1.98866677284241
1,3,2,0,41.3014559570044,-77.7575060178206,6.7360315322876,6.75899076461792,9.12362384796143,13.863245010376,9.97496509552002,2.14459776878357
1,3,3,0,41.3018728500011,-77.7561684904304,7.77344655990601,7.80067443847656,10.1738367080688,14.9002695083618,10.5972442626953,1.01566195487976
1,3,4,0,41.3020181061207,-77.7560808955073,7.84774923324585,7.88166093826294,10.2796821594238,14.783127784729,10.4304876327515,1.04102110862732
1,3,5,1,41.3022252,-77.75806408,7.17644548416138,7.19777774810791,9.45751476287842,11.8162107467651,7.83727645874023,2.25199770927429
1,4,1,0,40.8599004857536,-78.0720252072123,3.55586171150208,3.5559070110321,7.38386869430542,4.29960489273071,4.60580253601074,3.99694609642029
1,4,2,0,40.8592767004559,-78.0713550875619,3.84405899047852,3.84462594985962,7.54812002182007,8.00030136108398,8.74685001373291,2.87741589546204
1,4,3,0,40.8613807466789,-78.0741550902518,1.49517011642456,1.49517011642456,4.40068912506104,9.60718250274658,11.1089401245117,4.55356311798096
1,4,4,0,40.8607282617066,-78.0708036777304,1.8394501209259,1.83947277069092,4.60692071914673,10.5881443023682,12.7326745986938,4.00882720947266
1,4,5,1,40.86076725,-78.07211322,2.86483001708984,2.86496591567993,6.21612453460693,4.28312158584595,4.72143077850342,4.81764221191406
1,5,1,0,41.3017917490113,-77.7582323534848,6.81693887710571,6.87092971801758,9.18383026123047,13.0967435836792,8.90219306945801,2.16520476341248
1,5,2,0,41.3027261180146,-77.7611080128547,10.7531404495239,10.8382940292358,13.6274690628052,11.4729690551758,7.17849588394165,1.02220118045807
1,5,3,0,41.3017562158426,-77.759404550715,8.29443264007568,8.35131549835205,10.9293193817139,13.8064546585083,9.19271278381348,1.11265397071838
1,5,4,0,41.3020224898204,-77.759426354369,8.73298740386963,8.78768157958984,11.3274898529053,13.1848735809326,8.57651042938232,1.04311311244965
1,5,5,1,41.30203964,-77.75922609,8.39407634735107,8.4432258605957,10.9712581634521,13.004711151123,8.42574119567871,1.27530443668365
1,6,1,0,41.3025530958136,-77.759575168301,9.38803291320801,9.46671199798584,12.0452861785889,12.2981557846069,7.85435247421265,1.06120133399963
1,6,2,0,41.3016340886085,-77.7591963323895,7.99058389663696,8.0469388961792,10.6544494628906,14.1288318634033,9.27992820739746,1.26985228061676
1,6,3,0,41.3008718164886,-77.7574893812027,6.47832202911377,6.51524353027344,8.8537483215332,14.6679153442383,10.7536888122559,2.21901774406433
1,6,4,0,41.3018791870276,-77.7594243929203,8.47482967376709,8.53384876251221,11.082802772522,13.6321229934692,9.0178918838501,1.07723927497864
1,6,5,1,41.30241338,-77.75796907,7.48325395584106,7.50128698348999,9.73915672302246,11.3178558349609,7.41035413742065,2.25546026229858
1,7,1,0,41.3006984365936,-77.7571643521096,6.79752254486084,6.82082748413086,9.09187030792236,14.0092391967773,10.0039539337158,2.04851222038269
1,7,2,0,41.3023338226493,-77.7557621543905,7.81827688217163,7.87009048461914,10.3421745300293,15.0668420791626,10.7923669815063,1.05511438846588
1,7,3,0,41.3026172638541,-77.7591101811426,8.61874103546143,8.68417835235596,11.171124458313,12.0344972610474,7.67904567718506,1.63646113872528
1,7,4,0,41.3032926462828,-77.7596217151364,10.1669893264771,10.3302211761475,13.0205755233765,10.3536415100098,6.28764724731445,1.2722692489624
1,7,5,1,41.30233175,-77.75791918,7.33160972595215,7.34884929656982,9.62289142608643,11.6735134124756,7.81704187393188,2.24163770675659
1,8,1,0,41.3011745841654,-77.757659414194,6.60111665725708,6.63404750823975,8.98289108276367,14.462700843811,10.4228801727295,2.16803383827209
1,8,2,0,41.3022103548093,-77.7578993307778,7.18911552429199,7.21078777313232,9.4681224822998,11.9219436645508,8.05277156829834,2.23783278465271
1,8,3,0,41.3035811458753,-77.7583426966419,8.54320335388184,8.58208656311035,10.9929161071777,10.024561882019,6.81259202957153,2.48342108726501
1,8,4,0,41.3036254551951,-77.7574421013731,8.89501094818115,8.92205810546875,11.3051815032959,11.0780115127563,7.72397232055664,1.93349766731262
1,8,5,1,41.30213435,-77.75788269,7.05377006530762,7.07842969894409,9.32322883605957,12.235203742981,8.33260154724121,2.26023006439209
1,9,1,0,41.3005716840915,-77.7568560893088,6.98728466033936,7.01426315307617,9.2979907989502,13.861044883728,9.81082344055176,1.86782205104828
1,9,2,0,41.3004738525779,-77.7564347055187,7.82879829406738,7.84751129150391,10.0535488128662,13.8563556671143,9.36983680725098,1.20837926864624
1,9,3,0,41.3009235481117,-77.7594047295872,7.57628107070923,7.6481237411499,10.2274494171143,15.8388319015503,10.7170791625977,1.15403914451599
1,9,4,0,41.3013730607085,-77.7572367439412,6.78002834320068,6.80698394775391,9.17132472991943,14.0020046234131,10.0828638076782,2.0461597442627
1,9,5,1,41.30144133,-77.75842966,6.9444899559021,6.98796463012695,9.37833309173584,14.0731029510498,9.73963165283203,2.06829524040222
1,10,1,0,41.301686234004,-77.7581887072143,6.85124731063843,6.88837862014771,9.20620155334473,13.4326009750366,9.21394538879395,2.15238165855408
1,10,2,0,41.302635856793,-77.7572658231622,8.14603710174561,8.16543102264404,10.463698387146,11.3215341567993,7.53496026992798,1.94265925884247
1,10,3,0,41.3024173654413,-77.7562875507922,8.16744899749756,8.21027755737305,10.7273921966553,14.413592338562,10.1842603683472,1.03459370136261
1,10,4,0,41.3012764710887,-77.7577227213225,6.62693309783936,6.65638303756714,9.03952598571777,14.3528594970703,10.3641338348389,2.17213249206543
1,10,5,1,41.30193319,-77.75785678,6.83372449874878,6.86196136474609,9.16927909851074,12.9392929077148,9.0663948059082,2.26089382171631
1,11,1,0,41.3024634006509,-77.7579074277873,7.65027189254761,7.6625452041626,9.92811298370361,11.2868299484253,7.42277717590332,2.2120988368988
1,11,2,0,41.3017803553571,-77.7566845344225,7.55330514907837,7.57658720016479,9.98910427093506,14.4947891235352,10.5207109451294,1.31660413742065
1,11,3,0,41.3015089193279,-77.7577181721917,6.67026662826538,6.70013618469238,9.05958938598633,13.7211236953735,9.78434944152832,2.16465210914612
1,11,4,0,41.3016536585316,-77.7591771281988,7.99058389663696,8.0469388961792,10.6544494628906,14.1288318634033,9.27992820739746,1.26985228061676
1,11,5,1,41.30160873,-77.75776176,6.70468807220459,6.73502254486084,9.06521987915039,13.6570415496826,9.73891258239746,2.18655776977539
1,12,1,0,41.3032245655352,-77.7584049035008,8.19457530975342,8.21957492828369,10.6429319381714,10.1215810775757,6.7234787940979,2.46137523651123
1,12,2,0,41.3003967135569,-77.7573532661927,6.66633224487305,6.68978452682495,8.96430110931396,13.5508279800415,9.54726696014404,2.15226936340332
1,12,3,0,41.3025376465117,-77.7589270246238,7.93801021575928,7.98573112487793,10.39377784729,11.6382131576538,7.55835962295532,1.95052289962769
1,12,4,0,41.3008512899258,-77.7586230850685,6.80785131454468,6.86057233810425,9.3464241027832,15.747462272644,11.1160869598389,1.83083820343018
1,12,5,1,41.30187479,-77.75793452,6.71180820465088,6.7384352684021,9.04345321655273,13.2941856384277,9.40541839599609,2.23022246360779
1,13,1,0,41.3026905181506,-77.7573401493407,8.14603710174561,8.16543102264404,10.463698387146,11.3215341567993,7.53496026992798,1.94265925884247
1,13,2,0,41.302906561665,-77.7584228171555,8.00592994689941,8.03345775604248,10.3759794235229,10.4334173202515,6.82918500900269,2.35333156585693
1,13,3,0,41.3032145853771,-77.7595999027707,10.0582876205444,10.1959924697876,12.892915725708,10.7603244781494,6.61936092376709,1.22742092609406
1,13,4,0,41.3023348036479,-77.7568359654655,8.11724472045898,8.15083312988281,10.571925163269,13.252459526062,9.04727745056152,1.31065547466278
1,13,5,1,41.30212955,-77.7590977,8.0444278717041,8.09149074554443,10.5294761657715,12.6105995178223,8.16706371307373,1.50082588195801
1,14,1,0,41.3010379838286,-77.7578551607887,6.40790796279907,6.45079374313354,8.81821060180664,14.8145008087158,10.8607578277588,2.18995761871338
1,14,2,0,41.3023521112879,-77.7588850031226,7.66921758651733,7.72101497650146,10.117527961731,11.8409080505371,7.63957452774048,1.94319820404053
1,14,3,0,41.3032441043559,-77.7577027109413,8.60755062103271,8.62469959259033,11.0135650634766,10.8546209335327,7.42738056182861,2.15119028091431
1,14,4,0,41.3028398497936,-77.7588518958399,8.02273273468018,8.08422946929932,10.5164470672607,10.9381952285767,7.18492269515991,2.20675039291382
1,14,5,1,41.30164118,-77.75797771,6.67939329147339,6.70849227905273,9.06346035003662,13.6527633666992,9.65866947174072,2.18520426750183
1,15,1,0,41.3004953365124,-77.7597451124903,7.27884912490845,7.3436393737793,9.88686370849609,14.9573831558228,10.2464532852173,1.40945303440094
1,15,2,0,41.3010018621361,-77.7559036245277,7.80738115310669,7.831711769104,10.0521612167358,14.9825525283813,10.2082738876343,0.974364221096039
1,15,3,0,41.3019409216706,-77.7581295895916,6.80968809127808,6.8606915473938,9.16033363342285,12.8146896362305,8.75155067443848,2.2725203037262
1,15,4,0,41.3021196474205,-77.7578822064174,7.05377006530762,7.07842969894409,9.32322883605957,12.235203742981,8.33260154724121,2.26023006439209
1,15,5,1,41.30139459,-77.75792588,6.6301531791687,6.65867328643799,9.02229022979736,14.186351776123,10.1440858840942,2.16190361976624
1,16,1,0,41.3007317847526,-77.7588122630708,7.31620168685913,7.37801599502563,9.88863086700439,15.9573545455933,10.8006896972656,1.52879476547241
1,16,2,0,41.2993031036298,-77.7579471078928,7.09299325942993,7.10280609130859,9.32783889770508,12.5126132965088,8.29287624359131,2.07799553871155
1,16,3,0,41.3005985130855,-77.7581046629,6.36568593978882,6.41782855987549,8.75669384002686,14.905800819397,10.599889755249,2.13142347335815
1,16,4,0,41.3015149226796,-77.7593639381966,7.96269273757935,8.01680278778076,10.6300449371338,14.3696279525757,9.69103145599365,1.11235892772675
1,16,5,1,41.30094163,-77.75875478,7.03492641448975,7.09250020980835,9.57386589050293,15.5958614349365,10.8486642837524,1.6992449760437
1,17,1,0,41.3020392618965,-77.7573299444045,7.18863964080811,7.20845222473145,9.45808887481689,12.4052362442017,8.69406414031982,2.10774040222168
1,17,2,0,41.3016282104485,-77.7576132959397,6.739586353302,6.76269292831421,9.11245155334473,13.5775232315063,9.69672107696533,2.17853498458862
1,17,3,0,41.3030948997068,-77.7589202846595,8.18068027496338,8.25564098358154,10.6990518569946,10.7613229751587,7.18023777008057,2.21993637084961
1,17,4,0,41.3015753605526,-77.7589406881776,7.54886627197266,7.60330486297607,10.0734872817993,13.7705430984497,9.07090187072754,1.60122382640839
1,17,5,1,41.30171905,-77.75780495,6.70522689819336,6.73227882385254,9.05692958831787,13.6031351089478,9.61447715759277,2.19837546348572
1,18,1,0,41.302540011186,-77.7563101943214,8.31306076049805,8.35198974609375,10.8670358657837,14.1647596359253,10.0423030853271,1.04145729541779
1,18,2,0,41.302803412552,-77.755833178236,8.08963680267334,8.16361141204834,10.7199182510376,14.8147621154785,10.9806613922119,1.13680279254913
1,18,3,0,41.3027815475378,-77.7585716771875,7.80052709579468,7.84009075164795,10.2465715408325,10.850887298584,7.02817821502686,2.27756524085999
1,18,4,0,41.3018052987115,-77.7578080353663,6.79671764373779,6.82023811340332,9.10637187957764,13.2508316040039,9.35073184967041,2.21647119522095
1,18,5,1,41.30202404,-77.75791724,6.92984104156494,6.95668363571167,9.21787261962891,12.6225061416626,8.74453735351562,2.27651810646057
